epoch,deepsupervision_categorical_accuracy,deepsupervision_iou_0,deepsupervision_iou_1,deepsupervision_loss,deepsupervision_precision_0,deepsupervision_precision_1,deepsupervision_recall_0,deepsupervision_recall_1,loss,lr,output_categorical_accuracy,output_iou_0,output_iou_1,output_loss,output_precision_0,output_precision_1,output_recall_0,output_recall_1,val_deepsupervision_categorical_accuracy,val_deepsupervision_iou_0,val_deepsupervision_iou_1,val_deepsupervision_loss,val_deepsupervision_precision_0,val_deepsupervision_precision_1,val_deepsupervision_recall_0,val_deepsupervision_recall_1,val_loss,val_output_categorical_accuracy,val_output_iou_0,val_output_iou_1,val_output_loss,val_output_precision_0,val_output_precision_1,val_output_recall_0,val_output_recall_1
0,0.9350477457046509,0.8710166215896606,0.355651319026947,0.07070554792881012,0.9751525521278381,0.7627531290054321,0.9471378922462463,0.8639779090881348,0.1820756494998932,0.0004996398,0.9309208393096924,0.8675259351730347,0.38754671812057495,0.11136994510889053,0.9743595719337463,0.7475475668907166,0.9428023099899292,0.8610210418701172,0.9713842868804932,0.9578040838241577,0.6541889905929565,0.023350141942501068,0.981686532497406,0.9021250009536743,0.9853865504264832,0.8799127340316772,0.047977469861507416,0.9700929522514343,0.9544534087181091,0.6936900019645691,0.024627309292554855,0.9698101878166199,0.9724084138870239,0.9965367913246155,0.7973439693450928
1,0.9707387685775757,0.9169870018959045,0.5685460567474365,0.023337246850132942,0.9808452129364014,0.9221348762512207,0.9848832488059998,0.886074423789978,0.04618092253804207,0.0005,0.970934271812439,0.920940637588501,0.610630989074707,0.022843660786747932,0.981089174747467,0.9221543073654175,0.98485267162323,0.8874849677085876,0.9727925658226013,0.9589329957962036,0.7068790197372437,0.019200457260012627,0.9737216234207153,0.9655265808105469,0.9954937696456909,0.8244931101799011,0.034224849194288254,0.9768069386482239,0.965000331401825,0.7301267385482788,0.015024382621049881,0.981192946434021,0.9455227851867676,0.9922761917114258,0.8757513761520386
2,0.9735040664672852,0.9302536249160767,0.6448349952697754,0.019881684333086014,0.9828224182128906,0.9284537434577942,0.9862259030342102,0.8937378525733948,0.039078906178474426,0.0005,0.9740428924560547,0.9340818524360657,0.669353723526001,0.019197219982743263,0.9831693172454834,0.9301222562789917,0.9865034222602844,0.8957132697105408,0.9752311110496521,0.9620753526687622,0.7265225052833557,0.019589882344007492,0.975769579410553,0.9710710644721985,0.9961766600608826,0.8383994102478027,0.03708833083510399,0.9754285216331482,0.9630216956138611,0.7262794971466064,0.017498457804322243,0.9755878448486328,0.9741911292076111,0.9966052770614624,0.8370872139930725
3,0.9752042889595032,0.935110330581665,0.6894581317901611,0.018494801595807076,0.9839877486228943,0.9335798025131226,0.9869856238365173,0.9017844796180725,0.036345068365335464,0.0005,0.9752107262611389,0.9398514628410339,0.7035777568817139,0.01785026304423809,0.9840046167373657,0.9335496425628662,0.9869714379310608,0.9019164443016052,0.9765307307243347,0.9603775143623352,0.7240231037139893,0.016821658238768578,0.9903875589370728,0.8911864757537842,0.9824737310409546,0.937706470489502,0.03316594287753105,0.9760101437568665,0.96012943983078,0.7385562658309937,0.016344280913472176,0.9895464181900024,0.8919801712036133,0.9827195405960083,0.9321808815002441
4,0.9765183925628662,0.9378752112388611,0.7134234309196472,0.01699698716402054,0.9849187731742859,0.9388628005981445,0.987394392490387,0.9100912809371948,0.033565521240234375,0.0005,0.9764727354049683,0.9407281875610352,0.7273441553115845,0.016568543389439583,0.9849827289581299,0.9382720589637756,0.987240195274353,0.9106152057647705,0.9779403805732727,0.9672181606292725,0.7319651246070862,0.01669149473309517,0.9824740290641785,0.9459455609321594,0.9922642111778259,0.8843675255775452,0.03288144990801811,0.978125810623169,0.9670836925506592,0.734495222568512,0.0161899346858263,0.9839086532592773,0.9381994009017944,0.9909842610359192,0.8941243290901184
5,0.9782570004463196,0.9413166046142578,0.7339550256729126,0.015880610793828964,0.9860253930091858,0.9429622292518616,0.9884614944458008,0.9139662981033325,0.031132780015468597,0.0005,0.9785342216491699,0.9447199106216431,0.7431104183197021,0.015252156183123589,0.9863467812538147,0.9430819153785706,0.9884196519851685,0.9159635901451111,0.9678899049758911,0.9515051245689392,0.7161203622817993,0.024121861904859543,0.9670883417129517,0.9746516942977905,0.9969012141227722,0.7783698439598083,0.0425042025744915,0.973389744758606,0.9600258469581604,0.7386418581008911,0.018382372334599495,0.9744793772697449,0.9649344086647034,0.9953845739364624,0.8297049403190613
6,0.9787505269050598,0.9455592632293701,0.7331804037094116,0.015253983438014984,0.9864438772201538,0.942184567451477,0.9887621998786926,0.9131314158439636,0.029927602037787437,0.0005,0.978993833065033,0.9471467137336731,0.7405167818069458,0.014673642814159393,0.9867430925369263,0.9421968460083008,0.9887216091156006,0.9149733781814575,0.9743021726608276,0.9622458219528198,0.670066237449646,0.018094502389431,0.9766553044319153,0.9565860033035278,0.9941311478614807,0.8447674512863159,0.03751771152019501,0.9724200367927551,0.9602945446968079,0.7123592495918274,0.01942320354282856,0.9728236198425293,0.9692234396934509,0.9960227608680725,0.8182312846183777
7,0.9785948395729065,0.9481236934661865,0.7340920567512512,0.015170134603977203,0.986305832862854,0.9421423673629761,0.9887332916259766,0.9118784666061401,0.029914941638708115,0.0005,0.9786730408668518,0.9492211937904358,0.7468318939208984,0.014744820073246956,0.9864934086799622,0.9416604042053223,0.988605260848999,0.9131107926368713,0.9792675971984863,0.9682438373565674,0.7576337456703186,0.013871927745640278,0.9873597025871277,0.92583829164505,0.9887521862983704,0.9173084497451782,0.02744142897427082,0.9792846441268921,0.96793532371521,0.7640506625175476,0.013569504953920841,0.9882833361625671,0.9207046031951904,0.9878249764442444,0.9234941601753235
8,0.9796331524848938,0.9497005343437195,0.7352805733680725,0.014553896151483059,0.9871597290039062,0.9442172050476074,0.9891248345375061,0.9154630899429321,0.028730010613799095,0.0005,0.9796835780143738,0.9498080015182495,0.7498006224632263,0.014176120981574059,0.9873182773590088,0.9437327980995178,0.9890016317367554,0.9165285229682922,0.9792171716690063,0.9690952301025391,0.764743447303772,0.018787862733006477,0.9820886850357056,0.9585696458816528,0.9941675662994385,0.8815513849258423,0.03665756806731224,0.9795274138450623,0.9691986441612244,0.7708544135093689,0.01786968670785427,0.9832257032394409,0.9533622860908508,0.9933406710624695,0.8892914652824402
9,0.9804115295410156,0.949617862701416,0.7443890571594238,0.013808311894536018,0.9878445267677307,0.9461778402328491,0.9891987442970276,0.9222100973129272,0.027020489796996117,0.0005,0.98075270652771,0.9499045610427856,0.7640560269355774,0.01321218628436327,0.9880189299583435,0.9474812150001526,0.9894108772277832,0.9232802987098694,0.9809710383415222,0.9707494378089905,0.7680513262748718,0.012688367627561092,0.9831839203834534,0.9650851488113403,0.9950777888298035,0.8888166546821594,0.0245057400316,0.9822787642478943,0.9718696475028992,0.7888733148574829,0.011817369610071182,0.9859629273414612,0.9567114114761353,0.9937137961387634,0.9075793027877808
10,0.9818137288093567,0.9500641822814941,0.7578350305557251,0.012708453461527824,0.9887558817863464,0.9512478709220886,0.9898415207862854,0.9286550283432007,0.02486947551369667,0.0005,0.9821316599845886,0.9513662457466125,0.7730117440223694,0.012161015532910824,0.9889712333679199,0.9521576762199402,0.9899824857711792,0.929934024810791,0.9768487215042114,0.9651554822921753,0.7547249794006348,0.018027396872639656,0.9785832166671753,0.9639007449150085,0.995082676410675,0.8577319383621216,0.033515773713588715,0.9799354672431946,0.9692546129226685,0.779528796672821,0.015488360077142715,0.9829229116439819,0.9586048722267151,0.9941356182098389,0.8871678113937378
11,0.98124760389328,0.9526464939117432,0.7594974040985107,0.013127551414072514,0.988463819026947,0.9481064677238464,0.989582896232605,0.9244517683982849,0.025858614593744278,0.0005,0.9815177917480469,0.9535383582115173,0.7731857895851135,0.012731042690575123,0.9885179400444031,0.9495879411697388,0.9898518323898315,0.9247360825538635,0.9798663854598999,0.969690203666687,0.7705259919166565,0.014465684071183205,0.9829907417297363,0.957602858543396,0.9939841628074646,0.8876408934593201,0.028775615617632866,0.9803523421287537,0.9703564047813416,0.787973940372467,0.01430993527173996,0.9835013747215271,0.9579978585243225,0.9940196871757507,0.8910669684410095
12,0.9810608625411987,0.9507479071617126,0.7562015056610107,0.013193527236580849,0.9883555173873901,0.9493481516838074,0.9893109798431396,0.9274879097938538,0.025926688686013222,0.0005,0.9813961982727051,0.951877236366272,0.7705060243606567,0.012733172625303268,0.988493025302887,0.950731635093689,0.9895599484443665,0.9282683730125427,0.980737566947937,0.9707699418067932,0.752824068069458,0.013648041523993015,0.986145555973053,0.9438463449478149,0.9917217493057251,0.9089812636375427,0.025986390188336372,0.9816569685935974,0.9717350006103516,0.7694589495658875,0.012338350526988506,0.9860190749168396,0.951583743095398,0.9929278492927551,0.9080268740653992
13,0.9814435839653015,0.9522521495819092,0.7647440433502197,0.012872036546468735,0.9883407354354858,0.9511049389839172,0.9897971153259277,0.9270467758178711,0.025270821526646614,0.0005,0.9817182421684265,0.952926754951477,0.7797097563743591,0.01239877101033926,0.9886713027954102,0.9511206746101379,0.9897658228874207,0.9289460182189941,0.9789498448371887,0.9679350852966309,0.73793625831604,0.015322437509894371,0.9869413375854492,0.9259902238845825,0.9888110756874084,0.9145299792289734,0.02814682573080063,0.9810060262680054,0.9702637195587158,0.7836182117462158,0.012824395671486855,0.9878179430961609,0.9356479048728943,0.9903116822242737,0.920216977596283
14,0.9826095104217529,0.9549346566200256,0.7710548639297485,0.012004109099507332,0.9894176125526428,0.9520375728607178,0.9901811480522156,0.9305734634399414,0.023457584902644157,0.0005,0.9831121563911438,0.9560618996620178,0.7888119220733643,0.011453496292233467,0.9897388219833374,0.9535658955574036,0.9904204607009888,0.9325085282325745,0.9827224612236023,0.9723041653633118,0.7617565393447876,0.011360510252416134,0.9897695183753967,0.9364944100379944,0.990313708782196,0.9331304430961609,0.022074643522500992,0.983583390712738,0.9733700752258301,0.779316782951355,0.010714136995375156,0.9914690256118774,0.9327976703643799,0.9895852208137512,0.94437575340271
15,0.982187032699585,0.9531214237213135,0.764573872089386,0.01212657056748867,0.9890704154968262,0.9510727524757385,0.9900137782096863,0.9293723106384277,0.023672567680478096,0.0005,0.9827093482017517,0.9547572135925293,0.7843586802482605,0.01154603622853756,0.9894213080406189,0.9525619149208069,0.9902527928352356,0.9314272999763489,0.9814496636390686,0.9715851545333862,0.7744412422180176,0.01239133719354868,0.9838601350784302,0.9642625451087952,0.9949316382408142,0.8933766484260559,0.02365606464445591,0.982953667640686,0.9733873009681702,0.7896599769592285,0.011264730244874954,0.9852381944656372,0.9668052792549133,0.9952561855316162,0.9025850296020508
16,0.9824592471122742,0.9525989890098572,0.7673290371894836,0.012149428948760033,0.9892011880874634,0.9522050023078918,0.9901694655418396,0.9313361048698425,0.023736920207738876,0.0005,0.9829567670822144,0.9545208811759949,0.7866919636726379,0.011587515473365784,0.9894737005233765,0.9539365768432617,0.9904586672782898,0.9329423904418945,0.9818220734596252,0.9720752239227295,0.7799205780029297,0.012892637401819229,0.9855194687843323,0.9560836553573608,0.9936392903327942,0.9046236276626587,0.024456024169921875,0.9832580089569092,0.9736583828926086,0.7946979999542236,0.011563383974134922,0.9873672723770142,0.9551252126693726,0.9934051632881165,0.916969358921051
17,0.9830549955368042,0.9547738432884216,0.7698910236358643,0.01162354089319706,0.9896232485771179,0.9525614976882935,0.9905556440353394,0.9309788942337036,0.022681554779410362,0.0005,0.9836077690124512,0.956444263458252,0.7871847748756409,0.011058012023568153,0.9899510145187378,0.9544077515602112,0.9908491969108582,0.9329728484153748,0.9795399904251099,0.9691401720046997,0.7603556513786316,0.014143867418169975,0.9800257086753845,0.9759082198143005,0.9967225790023804,0.867290735244751,0.02667422592639923,0.9811301827430725,0.9712733030319214,0.7874037027359009,0.012530350126326084,0.9820636510848999,0.9742885828018188,0.996440589427948,0.8811119794845581
18,0.9832190871238708,0.9556511640548706,0.7770002484321594,0.01146965753287077,0.9898152947425842,0.9530816674232483,0.9905684590339661,0.9317654967308044,0.022322138771414757,0.0005,0.9837935566902161,0.9571418166160583,0.7931380271911621,0.010852457024157047,0.9901431202888489,0.955049991607666,0.9908783435821533,0.9337895512580872,0.9788341522216797,0.9685002565383911,0.754723072052002,0.015695389360189438,0.9809650182723999,0.9632741212844849,0.9948998093605042,0.8738837242126465,0.028430666774511337,0.9821791648864746,0.9724180102348328,0.7798817753791809,0.012735283933579922,0.9845080375671387,0.9656382203102112,0.995110034942627,0.8977059721946716
19,0.9840685725212097,0.9554995894432068,0.7772307395935059,0.011026222258806229,0.9904319047927856,0.955441415309906,0.9908576011657715,0.936564564704895,0.021425262093544006,0.0005,0.9847272634506226,0.9572189450263977,0.8005033135414124,0.010399042628705502,0.9907870888710022,0.9577963948249817,0.9912461638450623,0.9386921525001526,0.9804180860519409,0.9710094928741455,0.7695178985595703,0.014244557358324528,0.9813479781150818,0.9735641479492188,0.9963576793670654,0.8762883543968201,0.027480043470859528,0.9821780920028687,0.9730820655822754,0.804918646812439,0.013235502876341343,0.984149158000946,0.9680956602096558,0.9954836368560791,0.8952584862709045
20,0.9840089082717896,0.956665575504303,0.7826430201530457,0.010822772048413754,0.9904208183288574,0.955390453338623,0.9908137917518616,0.9360257983207703,0.02103814110159874,0.0005,0.9846010208129883,0.9578621983528137,0.8017336130142212,0.01021535787731409,0.9907174110412598,0.95759516954422,0.9911762475967407,0.9378291368484497,0.9821574091911316,0.9723966717720032,0.781218409538269,0.01288903970271349,0.9851863980293274,0.9608888030052185,0.9943779110908508,0.9023245573043823,0.024723324924707413,0.9832509756088257,0.973578929901123,0.7996242642402649,0.011834293603897095,0.986575186252594,0.9602034687995911,0.9942163228988647,0.9116204380989075
21,0.9835797548294067,0.9549715518951416,0.7796450853347778,0.011199768632650375,0.9899948239326477,0.9565902352333069,0.9905717968940735,0.9366987943649292,0.02170976810157299,0.0005,0.9843561053276062,0.9574390649795532,0.7989374399185181,0.010510005056858063,0.9904019236564636,0.9592966437339783,0.991049587726593,0.9389842748641968,0.980492353439331,0.9703114032745361,0.7830817699432373,0.014988118782639503,0.9855061173439026,0.9460126757621765,0.9920969009399414,0.9046828150749207,0.02868570014834404,0.9813938736915588,0.9717561602592468,0.8076573610305786,0.013697585090994835,0.9860451221466064,0.9494179487228394,0.992592990398407,0.9082319736480713
22,0.9835657477378845,0.9560078978538513,0.7815553545951843,0.011293062940239906,0.9900604486465454,0.9545412063598633,0.9906536340713501,0.9340644478797913,0.02196388691663742,0.0005,0.9842405319213867,0.9577627182006836,0.800615668296814,0.010670792311429977,0.9904500246047974,0.9567985534667969,0.991020917892456,0.9363951086997986,0.9830970168113708,0.9733917117118835,0.7806711792945862,0.011958993040025234,0.9868448972702026,0.9572624564170837,0.9937572479248047,0.9134594202041626,0.023182494565844536,0.9842361211776733,0.974951982498169,0.8063373565673828,0.011223483830690384,0.988355815410614,0.9562252163887024,0.9935281872749329,0.9235343337059021
23,0.9842497706413269,0.955447256565094,0.7828004956245422,0.010750439949333668,0.9906259179115295,0.9568381905555725,0.9907793998718262,0.9395827651023865,0.020845629274845123,0.0005,0.984932005405426,0.9573097825050354,0.8021408915519714,0.010095171630382538,0.9910424947738647,0.9589065313339233,0.9911117553710938,0.9420552849769592,0.9822986125946045,0.9724913239479065,0.7761318683624268,0.013129512779414654,0.9845513701438904,0.9662917852401733,0.9952048659324646,0.8979865312576294,0.023480698466300964,0.9847210049629211,0.9753549695014954,0.8086678981781006,0.010351181030273438,0.9873967170715332,0.9661619663238525,0.9950836300849915,0.9170255661010742
24,0.9837353825569153,0.959095299243927,0.7798542976379395,0.011122224852442741,0.9901818037033081,0.9543864130973816,0.990781843662262,0.9342761039733887,0.02143978513777256,0.0005,0.9845993518829346,0.9610835909843445,0.8003157377243042,0.01031755656003952,0.990657389163971,0.9574050307273865,0.9912691116333008,0.9371688961982727,0.9838528037071228,0.9741246700286865,0.7869225144386292,0.011013435199856758,0.9887001514434814,0.9511891603469849,0.9927270412445068,0.9258809685707092,0.021228831261396408,0.9847878813743591,0.9752872586250305,0.7982063889503479,0.010215390473604202,0.9895048141479492,0.9531368613243103,0.9929915070533752,0.9311962723731995
25,0.9843395948410034,0.9569783210754395,0.7900758981704712,0.01061275228857994,0.9906252026557922,0.9578921794891357,0.9908167123794556,0.9408157467842102,0.020503565669059753,0.0005,0.9851285815238953,0.9590548276901245,0.811373233795166,0.009890817105770111,0.9910638332366943,0.9604933261871338,0.9912667274475098,0.9433125853538513,0.9826398491859436,0.9725226163864136,0.7819203734397888,0.012052078731358051,0.986469566822052,0.9561901092529297,0.9936108589172363,0.9109699726104736,0.022956209257245064,0.9839423894882202,0.974701464176178,0.8159539699554443,0.010904132388532162,0.9870300889015198,0.9625521898269653,0.9945530295372009,0.9146254658699036
26,0.984329879283905,0.9579972624778748,0.786381721496582,0.010612638667225838,0.9905785322189331,0.9575611352920532,0.9909531474113464,0.9381729364395142,0.020528310909867287,0.0005,0.9851169586181641,0.959650993347168,0.8076985478401184,0.009915691800415516,0.9910593628883362,0.959985613822937,0.991348922252655,0.9410008192062378,0.9802519679069519,0.9702629446983337,0.7723731398582458,0.016390636563301086,0.9824445843696594,0.9644237756729126,0.9950090646743774,0.883849024772644,0.03105751797556877,0.9815435409545898,0.9718561768531799,0.791812002658844,0.01466689258813858,0.9853499531745911,0.9550414085388184,0.9934892654418945,0.9035053253173828
27,0.9845038056373596,0.957329273223877,0.7914600372314453,0.010510923340916634,0.9908246397972107,0.9581596255302429,0.9908171892166138,0.9417065382003784,0.0203311275690794,0.0005,0.9852914214134216,0.9596701860427856,0.8103646636009216,0.009820211678743362,0.9912510514259338,0.9608142971992493,0.9912649989128113,0.9442061185836792,0.9809736609458923,0.9717056751251221,0.7803468108177185,0.014883635565638542,0.9827974438667297,0.9677909016609192,0.9954853653907776,0.8861700296401978,0.02909228578209877,0.9821876883506775,0.9732767939567566,0.7985862493515015,0.014208651147782803,0.9849139451980591,0.9629538655281067,0.994697093963623,0.9004680514335632
28,0.9851478338241577,0.9587887525558472,0.788804829120636,0.009980160742998123,0.9912025928497314,0.9583266973495483,0.9913370609283447,0.9408800005912781,0.019312145188450813,0.0005,0.985872745513916,0.9605174660682678,0.8098671436309814,0.009332000277936459,0.9916210770606995,0.9607325196266174,0.9917119145393372,0.9434799551963806,0.9825271368026733,0.9725022912025452,0.7809059023857117,0.012293963693082333,0.9867228269577026,0.9536998867988586,0.9932173490524292,0.9126932621002197,0.023336466401815414,0.9840843081474304,0.9745275378227234,0.8143728375434875,0.011042507365345955,0.9880272746086121,0.9571709632873535,0.9936893582344055,0.921337366104126
29,0.9851486086845398,0.9567798376083374,0.7926837801933289,0.010067710652947426,0.9911947250366211,0.9595775604248047,0.9912388920783997,0.9428730010986328,0.01946631819009781,0.0005,0.98590487241745,0.9586983919143677,0.8123481869697571,0.009398612193763256,0.9916055798530579,0.962129533290863,0.9916720986366272,0.945263683795929,0.982245922088623,0.972629964351654,0.7873204350471497,0.013214699923992157,0.9864837527275085,0.9530922174453735,0.9931358098983765,0.9111070036888123,0.025808770209550858,0.9832352995872498,0.9739543199539185,0.8003063797950745,0.012594076804816723,0.9878643751144409,0.9518037438392639,0.9928663372993469,0.9203203916549683
30,0.9847241044044495,0.9555122256278992,0.7929857969284058,0.010264287702739239,0.9910393953323364,0.9580238461494446,0.9908983707427979,0.9413838982582092,0.019812999293208122,0.0005,0.9855706691741943,0.9578534364700317,0.8122902512550354,0.009548687376081944,0.9915355443954468,0.9607029557228088,0.9913443922996521,0.9442792534828186,0.9820653796195984,0.9724529981613159,0.7841471433639526,0.013056249357759953,0.9844540357589722,0.9651006460189819,0.9950327277183533,0.8973516821861267,0.025066696107387543,0.9832068085670471,0.9738141894340515,0.8055603504180908,0.012010449543595314,0.9860543608665466,0.9633008241653442,0.9947041869163513,0.9080981016159058
31,0.9848746061325073,0.9568954706192017,0.791592001914978,0.010182940401136875,0.9910621643066406,0.9582673907279968,0.9911168217658997,0.9405416250228882,0.019640600308775902,0.0005,0.9857766032218933,0.9593020677566528,0.8130617141723633,0.009457668289542198,0.9915568232536316,0.9613548517227173,0.9916214942932129,0.9435190558433533,0.9803982973098755,0.9705194234848022,0.7748239040374756,0.014057950116693974,0.981499969959259,0.9723014235496521,0.9961740970611572,0.877338171005249,0.026402875781059265,0.9821249842643738,0.9724234938621521,0.7987952828407288,0.01234492752701044,0.983686625957489,0.9708834886550903,0.9959045648574829,0.8921058177947998
32,0.9843528270721436,0.9570342302322388,0.7864954471588135,0.010441338643431664,0.9907355308532715,0.9563419818878174,0.9908256530761719,0.9400038719177246,0.020115787163376808,0.0005,0.9852628111839294,0.9589563012123108,0.8095553517341614,0.009674444794654846,0.9912376999855042,0.9594254493713379,0.9913384318351746,0.942979097366333,0.9841969013214111,0.9746116399765015,0.7831353545188904,0.010558519512414932,0.9886054396629333,0.9543531537055969,0.9932258725166321,0.9252146482467651,0.020301593467593193,0.985258936882019,0.9761946201324463,0.807071328163147,0.009743071161210537,0.9894233345985413,0.9571565985679626,0.9936235547065735,0.930612325668335
33,0.9846580028533936,0.9575803279876709,0.7883478403091431,0.0103352265432477,0.9907746315002441,0.9586880803108215,0.9910591244697571,0.9414566159248352,0.0199029091745615,0.0005,0.9855698347091675,0.9603437781333923,0.8095494508743286,0.009567665867507458,0.9912868142127991,0.9616856575012207,0.9915944337844849,0.9442813396453857,0.9823434352874756,0.9728277325630188,0.7866591215133667,0.013126352801918983,0.9859021306037903,0.9576041102409363,0.9938520193099976,0.9071602821350098,0.026404518634080887,0.9830681085586548,0.9740360379219055,0.803952693939209,0.013278166763484478,0.9867666363716125,0.9575456380844116,0.9938040375709534,0.9129338264465332
34,0.9850038886070251,0.9590460062026978,0.7950150966644287,0.010070644319057465,0.9910901188850403,0.9586132168769836,0.9912187457084656,0.9410470724105835,0.019320977851748466,0.0005,0.9859914183616638,0.9615068435668945,0.8148508071899414,0.009250338189303875,0.9916567206382751,0.9618592262268066,0.9917569756507874,0.9443864822387695,0.9827746152877808,0.9732405543327332,0.7798692584037781,0.012240713462233543,0.9846817255020142,0.9691914319992065,0.9956263899803162,0.8988180160522461,0.02349880523979664,0.9840678572654724,0.9749748706817627,0.7954195737838745,0.011258095502853394,0.985410213470459,0.974507749080658,0.9963815808296204,0.9036278128623962
